Sentence,Sentiment,sentiment_score,clean_sentence,wordlen
"If you're in the neighborhood, it's not full of skivers having a session. Service was friendly and ample. Food was good. Exactly the pub we needed to find. A chat with a local Barney, the jig my daughter ripped into was heart felt, live music, and a boxty that tastes like my dad made it.",4,7.5,your neighborhood it full skiver session servic friendli ample food good exactli pub need find chat local barney jig daughter rip heart felt live music boxti tast like dad made it,31
"Other than being a little overpriced on some of their items, it's really good food. 

I've tried the pesto linguine, fettucine with marinara, grilled cheese with tomato and arugula, linguine with alfredo sauce, caesar salad, their chocolate and vanilla cupcakes, and their chocolate chip scone. 

The overall price for two adults (with medium drinks) is always about $20. 

I wouldn't go there all the time, but every now and then I get a craving for their bread they serve with all their pastas or one of their cupcakes.",3,5.0,littl overpr item it realli good food iv tri pesto linguine fettucin marinara grill chees tomato arugula linguin alfredo sauce caesar salad chocol vanilla cupcake chocol chip scone overal price two adult with medium drink alway  wouldnt go time everi get crave bread serv pasta one cupcake,47
"I love the lakes!  Yes it's a lake in the desert!  Dragon Boat, Outrigger, and Marathons!  It's the place to do it.  Not sure about the fishing part, but I do see people fishing there.  What are they trying to catch hmmm??  I enjoy running there on a nightly basis and so should you.  South side is probably the most scenic, but not to say the North side is bad.  If you're a fellow photographer I would definitely recommend this place during the evenings :)",5,10.0,love lake ye it lake desert dragon boat outrigger marathon it place it sure fish part see peopl fish there tri catch hmmm enjoy run nightli basi you south side probabl scenic say north side bad your fellow photograph would definit recommend place even,44
"I was really surprised by this place!  Soooo much better than that other ""bertos"" place!  I went thru the drive thru so I'm not sure about the inside but I ordered the taco and cheese enchilada combo with rice and beans. I also ordered a side of chips. The food was very good and the rice was REALLY good!  The chips were hot!!  Loved it!  Yum!  I will be back when I'm in the area again.",4,7.5,realli surpris place soooo much better bertos place went thru drive thru im sure insid order taco chees enchilada combo rice bean also order side chip food good rice realli good chip hot love it yum back im area again,40
"Considering this is the only gym I've ever been in, it's great! They have updated equipment and lots of them. I usually go during one of the busy times and can always get on a machine, or do the things I want to. Plus they have classes which are good. And every time me & my boyfriend walk in & out of the Y, a nice gal at the food counter greets us and says goodbye. We still never order anything, though...

They lose a star though because I HATE WORKING OUT!  Sigh...",4,7.5,consid gym iv ever in it great updat equip lot them usual go one busi time alway get machine thing want to plu class good everi time boyfriend walk y nice gal food counter greet u say goodbye still never order anything though lose star though hate work out sigh,50
"We took our grandson (Sebastian) to the park for a thoroughly enjoyable visit.  Sebastian wasn't too sure about the carousel, but the train ride put a smile all over his face.  The visit to the Presidential railroad car was fun and educational for the adults.  Sebastian liked it too.",5,10.0,took grandson sebastian park thoroughli enjoy visit sebastian wasnt sure carousel train ride put smile face visit presidenti railroad car fun educ adult sebastian like too,26
"Food was pretty good but my biggest issue was with the service. We made a reservation and still had to wait an hour. Isn't the whole point of a reservation...so you don't have to wait an hour? One of the three hostess, tried to help at the end of the wait but by then all we waited was to eat/drink. All in all, I enjoyed my chicken and bbq ribs but would not go back.",2,2.5,food pretti good biggest issu service made reserv still wait hour isnt whole point reservationso dont wait hour one three hostess tri help end wait wait eatdrink all enjoy chicken bbq rib would go back,35
Very consistent food. Definitely a second best to P.F. Chang's.,5,10.0,consist food definit second best pf chang,7
"I am very particular about where I go for sushi.  I can name ten places I will not go to, and have struggled to find a place to frequent; until now.  I have only been here about 5 times, but every time was a great experience.  Great food, staff, prices,and atmosphere.",5,10.0,particular go sushi name ten place go to struggl find place frequent now  time everi time great experience great food staff pricesand atmosphere,23
"My trip was inspired by Adam Richmond's visit and while I couldn't do the 12 slider challenge, I knocked out 5 and was close to taking on a 6th.

The GM stopped by to check on us and the waitress was great! Be sure to grab some fresh baked deli treats before heading out.",5,10.0,trip inspir adam richmond visit couldnt  slider challenge knock  close take th gm stop check u waitress great sure grab fresh bake deli treat head out,26
"A nice place to watch a game... nice that it is open enough that you can keep an eye on the game while you survey your many dining alternatives.

I also they let some natural sunlight and keep the place cool at the same time.

Anyway I don't have a good reason to give this place one star, or five stars, hence three stars.",3,5.0,nice place watch game nice open enough keep eye game survey mani dine alternative also let natur sunlight keep place cool time anyway dont good reason give place one star five star henc three star,35
This place isn't all that but there food is OK.  There are better Chinese options for the price (try Chinese Cultural Center restaurants).  The restaurant itself is well furnished and clean but I can't get over the fact that people rave about this place.,3,5.0,place isnt food ok better chine option price tri chine cultur center restaurant restaur well furnish clean cant get fact peopl rave place,23
"Wine, booze and cigars. And friendly staff. There's not much else that needs to be said. Oh and great prices.

The selection and prices they offer are great. The aisles are wide and clearly marked. The cigar room has a great selection as well and the prices are low.",5,10.0,wine booz cigar friendli staff there much el need said oh great price select price offer great aisl wide clearli marked cigar room great select well price low,28
"Any time I have out of town visitors who want ""real"" Mexican, I take them here. The chips are fresh, the salsa is divine, and after downing two baskets, you realize you need to eat an entree! I've eaten a variety off the menu, and nothing has disappointed me. The burros are stuffed full, the crisps are mouthwatering and the enchiladas melt in your mouth.
The ONLY downside is the location. Just not a great part of town, though they are trying very hard to revitalize it. Go there anyway! Just try lunch time first.",5,10.0,time town visitor want real mexican take here chip fresh salsa divine down two basket realiz need eat entree iv eaten varieti menu noth disappoint me burro stuf full crisp mouthwat enchilada melt mouth downsid location great part town though tri hard revit it go anyway tri lunch time first,50
"I grew up in Arizona and we went to Wongs every Sunday after church.  Three years ago we got stationed in Hawaii.  Everytime I come home, our first stop is Wongs.  I love everything about it.  Wongs is my comfort food.",5,10.0,grew arizona went wong everi sunday church three year ago got station hawaii everytim come home first stop wongs love everyth it wong comfort food,25
"I love Taste Of China. I eat here at least once a week. Their menu is pretty big and the prices are small. Also, they are incredibly fast. If order for pick-up, it's ready in 5 minutes. Should I order delivery, it only takes 10-15 for the food to get to my house. My favorite plates are the crab puffs and the General Tso's chicken.",5,10.0,love tast china eat least week menu pretti big price small also incred fast order pickup it readi  minute order delivery take  food get house favorit plate crab puff gener tso chicken,32
"Loving this neighborhood froyo joint.  The topping selections are interesting and slightly different thatn some other places.  They have these yummy little chocolate rocks...kinda like candy coated chocolate shaped like rocks.  They were fun and tasty.  A nice assortment of topping sauces too...peanut butter, mallow, strawberry.  This place gets jam packed but they do have a good amount of seating both inside and out.",4,7.5,love neighborhood froyo joint top select interest slightli differ thatn place yummi littl chocol rockskinda like candi coat chocol shape like rock fun tasty nice assort top sauc toopeanut butter mallow strawberry place get jam pack good amount seat insid out,41
"Have been there several times. I'm quite fussy about where I eat and quick to condemn, so my continued custom says it all.",5,10.0,sever time im quit fussi eat quick condemn continu custom say all,12
"Threw a friend's baby shower here and it went pretty smoothly. We made reservations well in advance, and it was a small party. I'm not a huge fan of their food but it's always busy so clearly other people don't have my same opinion. The three stars is for the service, they were super attentive and everything was taken care of for our party. I just don't think the cheesecake is that great, I'm sorry! But the apps aren't too bad.",3,5.0,threw friend babi shower went pretti smoothly made reserv well advance small party im huge fan food it alway busi clearli peopl dont opinion three star service super attent everyth taken care party dont think cheesecak great im sorry app arent bad,42
"Just had an early dinner with the kids tonight (kids eat free from 3-6pm btw).  I had the prime rib and my wife had the fish special, kids had the mac and cheese. All were great meals. The reason to go here is to sit on the patio, it's fantastic!  Not impressed that at 5:30pm I had to valet, when I'm with the family, I'd just rather park and walk (needed to walk off the prime rib and wine anyways!).  This place is not cheap, and with $18 glasses of wine, there is no happy hour at the restaurant!",4,7.5,earli dinner kid tonight kid eat free pm btw prime rib wife fish special kid mac cheese great meal reason go sit patio it fantastic impress pm valet im family id rather park walk need walk prime rib wine anyways place cheap  glass wine happi hour restaurant,47
"Amazing food! Great waiting staff, and the drink I ordered was very good and had the right amount of liquor. I will be coming back to this place for sure!",4,7.5,amaz food great wait staff drink order good right amount liquor come back place sure,15
"The workers here are helpful and nice.  Especially the chubby Mexican man!  He was awesome and popped up in the veggie aisle and then bagged our groceries too.  Somehow we also got a 10% discount on our groceries (we didn't have a discount card or anything since we are out of towners).  Even though this place smells like most Chinese supermarkets, I would definitely come back if I needed something.",4,7.5,worker help nice especi chubbi mexican man awesom pop veggi aisl bag groceri too somehow also got  discount groceri we didnt discount card anyth sinc towner even though place smell like chine supermarket would definit come back need something,39
"Unprofessional, disorganized, and extremely low end care.",1,0.0,unprofessional disorganized extrem low end care,6
"The service was great, but like all the other Fox concepts you pay too much for mediocrity. The short rib stew was good. The ribs were cold and the chicken pasta was bland. There are just so many better options in the area... What a disappointment. But I should have known better.",2,2.5,servic great like fox concept pay much mediocrity short rib stew good rib cold chicken pasta bland mani better option area disappointment known better,24
"On my second week receiving a small mixed box for Nature's Garden and LOVE it!  It is more than enough for my fiance and I.  It is the easiest way to get fresh, organic, and local produce, especially since it is delivered right to my door.  It helps learn what is in season and how to make great new recipes!",4,7.5,second week receiv small mix box nature garden love it enough fianc i easiest way get fresh organic local produce especi sinc deliv right door help learn season make great new recipe,32
"delicious! def got the sandwich Adam on Man vs Food got! i think it's called Del Reys! it was sooooooooo good and the sandwich was huge, the price was great! however, there was a long wait, so I'd say be patient for their services!!",4,7.5,delicious def got sandwich adam man v food got think it call del reys sooooooooo good sandwich huge price great however long wait id say patient service,27
"I love going to this store whether its for just for the latest copy of guitar world, some strings, or a new guitar, the guy johnny is my main man lol he always gives me good deals and generally makes me and any one else i take there feel like we are the only customers, (in a good way!) every one remembers you and asks you how your day is going great ""mom and pop"" feel.",5,10.0,love go store whether latest copi guitar world string new guitar guy johnni main man lol alway give good deal gener make one el take feel like customer in good way everi one rememb ask day go great mom pop feel,41
"Love love love this place.  Tasty with great prices... who can beat that?  My newest thing is to order a gyro-to-go and enjoy it at home.  I'm a mom now so eating at a restaurant is a lot harder than it used to be. haha

See ya there!",5,10.0,love love love place tasti great price beat that newest thing order gyrotogo enjoy home im mom eat restaur lot harder use be haha see ya there,27
"The place did not disappoint. The moment we stepped through the archway, my friends and I were bedazzled by the ambience throughout the area.

 It really DOES feel like a tavern, almost like something out of Pirates of the Caribbean (Well.. kind of)

But yeah, the portions were overwhelming, and best of all? The food was spectacular. I sat outside, but honestly? I think the place is pretty both ways, so don't be too stingy on the location :)

Jus go.",5,10.0,place disappoint moment step archway friend bedazzl ambienc throughout area realli feel like tavern almost like someth pirat caribbean well kind of yeah portion overwhelming best all food spectacular sat outside honestly think place pretti way dont stingi locat ju go,41
"Ate there for the first time last night and the food was fantastic. They did a great job on the remodel, so it's a lot more open than it was before. They have an extensive wine list and the service was wonderful. We will definitely go back!",4,7.5,ate first time last night food fantastic great job remodel it lot open before extens wine list servic wonderful definit go back,22
Not exactly what I would call a great place to eat. If you want to take your teenager out for a shake or ice cream you may enjoy it :),2,2.5,exactli would call great place eat want take teenag shake ice cream may enjoy,14
"Excellent Park!  As metropolitan areas go, Phoenix maintains a higher sense of civic duty than most towns, and that is reflected in its parks systems.  White Tanks ranks in my TOP TEN list easily above #5.  It is HUGE.  It is DIVERSE.  It has EDUCATIONAL FACILITIES.  Bathrooms are CLEAN.  And they have LOTS of EVENTS!

Check out the calendar of events at their web page!
http://www.maricopa.gov/parks/white_tank/",4,7.5,excel park metropolitan area go phoenix maintain higher sen civic duti town reflect park system white tank rank top ten list easili  huge diverse educ facility bathroom clean lot event check calendar event web page httpwwwmaricopagovparkswhitetank,36
If you are going out for beer than Papago Brewing in the same strip mall is a much better choice. But if you are looking for a true bar with liquor and beer than the British Open certainly qualifies.  Not a huge fan of the food with the exception of the fried pickles. Typical greasy pub fare. Darts and pool tables and a good juke box. Service is usually pretty good every time I've been in there.  Very dark and very much a neighborhood bar.,3,5.0,go beer papago brew strip mall much better choice look true bar liquor beer british open certainli qualifies huge fan food except fri pickle typic greasi pub fare dart pool tabl good juke box servic usual pretti good everi time iv there dark much neighborhood bar,46
"It was one of those lazy nights and we wanted something quick to eat. The place was surprisingly  busy. It's off of Shea Blvd. I don't order their noodles because the last time I had them, they were over cooked. The food came out HOT and we shared our plates. I ended up taking the leftovers home and had another meal the following day.",4,7.5,one lazi night want someth quick eat place surprisingli busy it shea blvd dont order noodl last time them cooked food came hot share plate end take leftov home anoth meal follow day,33
"Lots of people to help but too busy talking to each other...so, I left...",2,2.5,lot peopl help busi talk otherso left,7
They get 5 stars for the only thing I have ever had there. Every single time I have to get the Pizza Nortena. It is out of this world. It is meant to be an appetizer but we get it to go and have it for dinner.,5,10.0,get  star thing ever there everi singl time get pizza nortena world meant appet get go dinner,17
"I love the layout of this outdoor bar. However, the price of drinks here and the lack of well options is a huge turn off. It's also going to be interesting to see if people are into the idea of an outdoor ""dance club"" once summer comes back around. 

The view is awesome. I'm always up for supporting independent downtown businesses, this place just needs to make some changes to make me want to come back.",3,5.0,love layout outdoor bar however price drink lack well option huge turn off it also go interest see peopl idea outdoor danc club summer come back around view awesome im alway support independ downtown business place need make chang make want come back,43
"Vegetarian/Vegan south Indian buffet!  Guilt free conscience! What more could a girl want? I am in LOVE with the dosas.  I always wish I had a larger tummy to accommodate all the delicious food. Udupi is proof that being vegan/vegetarian can be tasty and cruelty-free. Humble ambiance, no fancy decorations.",5,10.0,vegetarianvegan south indian buffet guilt free conscience could girl want love dosas alway wish larger tummi accommod delici food udupi proof veganvegetarian tasti crueltyfree humbl ambiance fanci decoration,28
Another place that's walking distance. Subway is one of those places where you can't go wrong....you got 5-dollar value meals or foot longs. The guys are really friendly and aren't stingy with the toppings. I'm not a big fan of the smell subway's have though. Eh anyways its just one of those places where im lazy and don't want to make a sandwich...plus it helps me keep my girlish figure like jared :),3,5.0,anoth place that walk distance subway one place cant go wrongyou got dollar valu meal foot longs guy realli friendli arent stingi topping im big fan smell subway though eh anyway one place im lazi dont want make sandwichplu help keep girlish figur like jare,45
"Wood fired pizzas, scrumptious pasta dishes and bacon wrapped shrimp.  How can you go wrong with a place that wraps things in bacon.  C'mon, even  veggies admit that things wrapped in bacon are good!  Has a smokey atmosphere and a slight bar crowd but the food is outstanding.",5,10.0,wood fire pizza scrumptiou pasta dish bacon wrap shrimp go wrong place wrap thing bacon cmon even veggi admit thing wrap bacon good smokey atmospher slight bar crowd food outstanding,30
"Love this Cold Stone if only for the fact that around the time you would be leaving dinner in one of the close restaurants, the strip mall this location is in is basically shut down. We didn't have any wait whatsoever.",3,5.0,love cold stone fact around time would leav dinner one close restaurant strip mall locat basic shut down didnt wait whatsoever,21
Dr Norton and his staff are friendly and professional. They have made my 3 children feel relaxed and comfortable. I highly recommend this office.,5,10.0,dr norton staff friendli professional made  child feel relax comfortable highli recommend office,13
"Very good food. The tepanyaki was great!

It does have a certain atmosphere though. Remember to dress appropriately. It can also be a bit pricey.",4,7.5,good food tepanyaki great certain atmospher though rememb dress appropriately also bit pricey,13
"This speakeasy was kickass. The staff is super down to earth and the menu is great. The drive thru is an awesome touch. I got the Turkey Club and it was reallllllly good. We received 2 randomly free samples of a shake and smoothie and had some good conversation with the guys behind the counter. It gets a little noisy if they're makin shakes in there, and the seating is pretty limited. I wish they were open later but so far I'm loving it!",5,10.0,speakeasi kickass staff super earth menu great drive thru awesom touch got turkey club reallllllli good receiv  randomli free sampl shake smoothi good convers guy behind counter get littl noisi theyr makin shake there seat pretti limited wish open later far im love it,44
"Qver-priced, substandard food.  Never met a cheeseburger I didn't like-- until now, (NOT a 1/2 lb.).   Small portions of tired, room temperature ""fry-pieces"",  burnt bacon, chicken tenders so hard, they couldn't be penetrated with a fork.  Mediocre service;  didn't bring kids meal cookie.  Waste of $$$!",1,0.0,qverpriced substandard food never met cheeseburg didnt like now not  lb small portion tired room temperatur frypieces burnt bacon chicken tender hard couldnt penetr fork mediocr service didnt bring kid meal cookie wast,33
"What was Dunkin Donuts thinking when they took out the selection of donuts and now only offer a choice of 10.  It used to be you couldn't decide which one to get, now you just have to settle for what they have.  This new and improved Dunkin Donuts is the worst.  I will return for coffee when I get the urge...but never for a donut!!  
Oh and another thing...my Dunkin Donuts used to have Baskin Robbins inside...that is gone too...again WHAT WERE THEY THINKING!",1,0.0,dunkin donut think took select donut offer choic  use couldnt decid one get settl have new improv dunkin donut worst return coffe get urgebut never donut oh anoth thingmi dunkin donut use baskin robbin insidethat gone tooagain thinking,38
"I was only here for one night on 9/7, but I was very pleased with my stay.  The place is beautiful, the rooms are big, and the people at the front desk were pleasant and efficient.

The only down side to my stay was that I lost water pressure in the shower Friday night.  Fortunately, it was only brief.  Other than that, I enjoyed my stay.  This will be my base of operations for my next visit.

As for others' comments that there isn't anything nearby - That's what cars are for.  Last I heard you can rent them here and there.",4,7.5,one night  plea stay place beautiful room big peopl front desk pleasant efficient side stay lost water pressur shower friday night fortunately brief that enjoy stay base oper next visit others comment isnt anyth nearbi that car for last heard rent there,42
"Love the food here.  Been here a few times and got the peanut curry twice and been delish.  Thai iced tea was great as well.  Only been there during lunch and everything seems pretty good so far.  Went with coworkers and family and they all loved it too.  Service was fast, prompt and nice.  Will be back again to try other dishes.",5,10.0,love food here time got peanut curri twice delish thai ice tea great well lunch everyth seem pretti good far went cowork famili love too servic fast prompt nice back tri dish,32
"Unique selection of antiques, linen and assorted pictures and estate jewlery along with new timeless designs. Located in downtown Gilbert worth the trip!",5,10.0,uniqu select antique linen assort pictur estat jewleri along new timeless design locat downtown gilbert worth trip,17
We bought or second Jura Compressa coffee machine from Sur La Table.  It was an expensive model priced over $3K.  After 2.5 short months it stopped working.  The only  option they offered was to send it in for repair.  When I asked to have it replaced I was told the turn around was 48 hours.  Its actually 4 -5 weeks when all is said and done.  I high priced item and thats the kind of customer service. Not to mention an expensive product that cant make it 90 days.  Extremely bad customer service on this one.,1,0.0,bought second jura compressa coffe machin sur la table expens model price k  short month stop working option offer send repair ask replac told turn around  hour actual   week said done high price item that kind custom service mention expens product cant make  day extrem bad custom servic one,49
"Whenever I go here, it is packed - and for a good reason, the yogurt they offer is delicious - and they have a great variety of flavors and toppings. I love the self-serve concept, but be careful not to fill up your cup too much - it's a bit pricey and they charge in weight. (They only offer a one size cup that is huge - so if you fill it up with toppings you're likely to spend close to $10 for a cup of yogurt!)",4,7.5,whenev go here pack good reason yogurt offer delici great varieti flavor topping love selfserv concept care fill cup much it bit pricey charg weight they offer one size cup huge fill top your like spend close  cup yogurt,39
This place is way under seasoned.  The beans were ok.  I hate that they use store bought tortillas.  I don't plan on returning.  There are better places near downtown Chandler.,2,2.5,place way seasoned bean ok hate use store bought tortilla dont plan returning better place near downtown chandler,18
"This place is so busy - it is most definitely not a hidden gem, although it sits back in the neighborhood.  The food and coffee are good - but most of all, I like that I can walk my dog here to get coffee and the newspaper on the weekend.  I wish that there were more places that allowed pets outside. 

The parking can be a pain and the ordering and picking up of food can be chaotic.  But, once you get settled - this is a good place to visit.",4,7.5,place busi definit hidden gem although sit back neighborhood food coffe good all like walk dog get coffe newspap weekend wish place allow pet outside park pain order pick food chaotic but get settl good place visit,37
"I went to Tuck last night because of the reviews on here, and I loved it.  It really is tucked away and all the better.  It feels even more special.  We had the panini bites, dates stuffed with chorizo, and the citrus brined fried chicken with white cheddar waffles.  Not your greasy comfort food here.  Everything was delicious and I can't wait to go back and try more.",4,7.5,went tuck last night review here love it realli tuck away better feel even special panini bite date stuf chorizo citru brine fri chicken white cheddar waffle greasi comfort food here everyth delici cant wait go back tri more,39
"Had a coupon so decided to have lunch at Wildflower. The food was pretty good, similar to other specialty bakeries. The cashier was not super friendly, but the manager was. Would go back, just felt that nothing overly stood out about this place.",3,5.0,coupon decid lunch wildflower food pretti good similar specialti bakery cashier super friendly manag wa would go back felt noth overli stood place,23
"I have taken acting classes from Verve Studios on and off for four years, and have recently returned for another work out!

Amanda is a true professional,  a working Actor herself,and gets the actor to be real, not ""act"".  Do not miss this opportunity to learn and grow, AND have fun.


Lawannah Curry
Phoenix Az",5,10.0,taken act class verv studio four year recent return anoth work out amanda true professional work actor herselfand get actor real act miss opportun learn grow fun lawannah curri phoenix az,31
"I LOVE this place! From the moment you walk up to the door, it is spotless. Sometimes you will be approached by an employee asking if you need assistance, majority of the time, you won't talk to one employee, which is great! I just want to go in, get what I need, and peace out until next time without the small chatter. 

Their hummus is AMAZING, along with a few of the prepackaged meals. Their Creamy Cilantro Salad Dressing is OMG AMAZING!!
Sweet tea... LOVE IT!!",5,10.0,love place moment walk door spotless sometim approach employe ask need assistance major time wont talk one employee great want go in get need peac next time without small chatter hummu amazing along prepackag meal creami cilantro salad dress omg amazing sweet tea love it,45
The employees here are really nice and I like the island feel. The food is pretty good and I like it because there aren't many other places in town with Hawaiian food. I also like that you can get beer here.,3,5.0,employe realli nice like island feel food pretti good like arent mani place town hawaiian food also like get beer here,21
This place is great for a big group of people. We originally thought we were going to have 6 people. We ended up having 11 by the time everyone showed up. The staff was more than happy to accommodate us. The Kota Athenian chicken is very good. The price range is moderate. All in all a fantastic place.,5,10.0,place great big group people origin thought go  people end  time everyon show up staff happi accommod u kota athenian chicken good price rang moderate fantast place,27
"I wasn't sure what to expect. This was stop 1 on the pub crawl.  There was an emo looking couple in a booth a table full of patrons (they looked like regulars)
The artwork on the walls was dark and ecclectic, but the place didn't have a dark feel.

I can't say this would be ""my"" bar. But if I were in the neighborhood I would go to this bar for a few drinks and some hummus.",3,5.0,wasnt sure expect stop  pub crawl emo look coupl booth tabl full patron they look like regular artwork wall dark ecclectic place didnt dark feel cant say would my bar neighborhood would go bar drink hummus,36
"This is a bit far from us, but we went and we had a great time. I loved browsing the local goods, and the fact that it's pet friendly was a huge plus in our book. The old lady who our dog sniffed, on the other hand, should probably take a chill pill. I also got a great bunch of fresh basil from this place, which had excellent aroma and taste.",4,7.5,bit far u went great time love brow local good fact it pet friendli huge plu book old ladi dog sniffed hand probabl take chill pill also got great bunch fresh basil place excel aroma taste,36
"Dr Natalie is a compassionate, empathetic, caring DC. She listens, takes her time with you and always strives not only to make you feel better, but to keep you feeling better. Her new location is adorable. I highly recommend her!",5,10.0,dr natali compassionate empathetic care dc listens take time alway strive make feel better keep feel better new locat adorable highli recommend her,23
"I must hand it to them at Olive and Ivy! First rate atmosphere and food.
The pesto is the most flavorful I have ever had and that includes pesto I have eaten in Italy.
Wine selection is terrific. The breakfast, lunch and dinners are wonderful. The bar feels a bit like a meat market but that is the only down side.
It is beautiful, clean and worth returning to again and again.",5,10.0,must hand oliv ivy first rate atmospher food pesto flavor ever includ pesto eaten italy wine select terrific breakfast lunch dinner wonderful bar feel bit like meat market side beautiful clean worth return again,34
"This place is pure crap! The players are sub-par and un-entertaining,  (especially Mike Clement and Julie Martinez).  , and the door men are ridiculously cheesy, and rude. 
I'm a regular at piano bars all over the country when I'm traveling (Pete's Piano Bar in Austin, Howl At The Moon in Scottsdale) and The Big Bang in Tempe is a terrible destination. Save your tips and bar $ for the aforementioned places and take my word for it.",1,0.0,place pure crap player subpar unentertaining especi mike clement juli martinez door men ridicul cheesy rude im regular piano bar countri im travel pete piano bar austin howl moon scottsdale big bang temp terribl destination save tip bar aforement place take word it,43
Superb beer selection. Music was really nice and at a good volume. Really a great place to hang out and have a drink. We missed (aka were too tired to stay up past our bedtime) a jazz jam session. Will have to grab a coffee and hang out next time because I miss me some good jazz. It's so hard to find in Phoenix!,4,7.5,superb beer selection music realli nice good volume realli great place hang drink miss aka tire stay past bedtime jazz jam session grab coffe hang next time miss good jazz it hard find phoenix,34
"Upscale restaurant on-site at the Wigwam. The hotel's location means that there are few full-service restaurants close by - so we chose to eat here. We were very glad we did!

Service is great - fast, friendly, and prompt. Food was terrific (ribeye for me).

Would definitely eat here again.",4,7.5,upscal restaur onsit wigwam hotel locat mean fullservic restaur close chose eat here glad did servic great fast friendly prompt food terrif ribey me would definit eat again,28
"Still a place that is unacceptable in my book--especially when a server there goes out of their way to message me privately on Yelp to complain about my punctuation, and signing off--every so ""sincerely"" i might add, with: "" love the B*tchy waitress from AZ88.

Way to keep it classy over there.....",1,0.0,still place unaccept bookespeci server goe way messag privat yelp complain punctuation sign offeveri sincerely might add with love btchi waitress az way keep classi there,26
"I would recommend a visit if you happen to be in Scottsdale. Papago has a beer for every type of beer drinker. They have 100's of bottles in clear panel refrigerators, and 30 taps some of which are house brewed.
They have a great beer selection and awesome wings. What more do you need from a beer spot?",4,7.5,would recommend visit happen scottsdale papago beer everi type beer drinker  bottl clear panel refrigerator  tap hous brewed great beer select awesom wing need beer spot,26
I am from New York and always asked where do I get best pizza? Hands down Lamps Pizzeria is the BEST!!!!!!  Always fresh ingredients and friendly staff and owner.,5,10.0,new york alway ask get best pizza hand lamp pizzeria best alway fresh ingredi friendli staff owner,17
I decided to check this place out after getting a coupon in my Savvy Shopper magazine for 25% off. I am a fan of all of the little self serve yogurt places popping up but I must be honest that this place is no different than all of the rest. Be careful that you don't overload your cup or you will end up paying a lot by the time they weigh your dessert!,3,5.0,decid check place get coupon savvi shopper magazin  off fan littl self serv yogurt place pop must honest place differ rest care dont overload cup end pay lot time weigh dessert,31
"Hertz Gold Club service worked perfectly for me. My Toyota Corolla, booked over the internet, was in its bay and ready to go.

The buses to and from the rental centre were frequent and painless to use.",5,10.0,hertz gold club servic work perfectli me toyota corolla book internet bay readi go buse rental centr frequent painless use,20
"Umm this place is awesome. I got a bike basket for 25 cents. 25 cents! Too often these days I run into ""thrift"" stores that miss the thrifty part, but not this one! It's fun to shop and you may end up finding a truly good deal!",5,10.0,umm place awesome got bike basket  cent  cent often day run thrift store miss thrifti part one it fun shop may end find truli good deal,26
"Went here tonight on a date with my BF.  I was pleasantly surprised with the atmosphere, service, and food.  All the ingredients were fresh and yummy. The Chow Mein was the best I have had in years.  The staff was very friendly and attentive. 

I would give the one sushi roll, Golden Cali Roll, we got a 3.. it was just ok. The BF liked it more than me.",4,7.5,went tonight date bf pleasantli surpris atmosphere service food ingredi fresh yummy chow mein best year staff friendli attentive would give one sushi roll golden cali roll got  ok bf like me,32
"Good salad options. It is definitely tough to mess up lettuce and veggies.  As for the rest of the selection, we must have just come on a bad night. The pasta was overcooked and mushy, not even close to al dente.  Fresh fruit selection consisted of only 3 fruits, not exactly a vast selection.  If you want a good salad, definitely the place to go.",3,5.0,good salad option definit tough mess lettuc veggie rest selection must come bad night pasta overcook mushy even close al dente fresh fruit select consist  fruit exactli vast selection want good salad definit place go,35
"I prefer Petsmart better because they have a better selection and prices. I like Petco for their cookie bar so I can pick up some cookies that are friendly for pets for my pets. That's basically it, I only shop here on occasion because of the location. Go to Pets Inc in Tempe instead for a real shopping experience.",2,2.5,prefer petsmart better better select price like petco cooki bar pick cooki friendli pet pet that basic it shop occas location go pet inc temp instead real shop experience,29
"We were still on a search for New Mexican food and I read up on this place and it was also recommended by a friend.  It was average, not very New Mexican.  I tried the pecan grilled shrimp tacos and they were good! My boyfriend got the stacked enchiladas which was just ok.  Still on the hunt for good New Mexican food in AZ.",3,5.0,still search new mexican food read place also recommend friend average new mexican tri pecan grill shrimp taco good boyfriend got stack enchilada ok still hunt good new mexican food az,31
great wine selection except they are always out of greg norman and ive never got to try it,5,10.0,great wine select except alway greg norman ive never got tri,11
Great fruit and vegetables. Bulk items like nuts and cranberries are a good value. Check out the meat and deli. Cage free chicken and grass fed beef. Salmon and Tuna are fresh. They do have some good values here. The cashiers are good and give the nickel bag discount.,5,10.0,great fruit vegetable bulk item like nut cranberri good value check meat deli cage free chicken grass fed beef salmon tuna fresh good valu here cashier good give nickel bag discount,31
I like their seating area. It has a nice sized inside area and also a bright outside area that is tucked between a walkway and another store. One of my favorite locations.,5,10.0,like seat area nice size insid area also bright outsid area tuck walkway anoth store one favorit location,18
